full_text,Text Case Folding,Text Tokenizing,Text Fill,Text Normalization,Text Stemming,Text Filtering
 aku kan pake moist yang the originote cica gak cocok karena cekat cekit dan numbuh bruntus sama jerawat. kalo aku pake ini kira-kira aman gak ya? centella sama cica bahannya beda atau sama? https://t.co/4TGyGctvcL,aku kan pake moist yang the originote cica gak cocok karena cekat cekit dan numbuh bruntus sama jerawat kalo aku pake ini kirakira aman gak ya centella sama cica bahannya beda atau sama,"['aku', 'kan', 'pakai', 'moist', 'yang', 'the', 'originote', 'cica', 'gak', 'cocok', 'karena', 'cekat', 'cekit', 'dan', 'numbuh', 'bruntus', 'sama', 'jerawat', 'kalau', 'aku', 'pakai', 'ini', 'kirakira', 'aman', 'gak', 'iya', 'centella', 'sama', 'cica', 'bahannya', 'beda', 'atau', 'sama']",aku kan pakai moist yang the originote cica gak cocok karena cekat cekit dan numbuh bruntus sama jerawat kalau aku pakai ini kirakira aman gak iya centella sama cica bahannya beda atau sama,"['aku', 'kan', 'pakai', 'moist', 'yang', 'the', 'originote', 'cica', 'enggak', 'cocok', 'karena', 'cekat', 'cekit', 'dan', 'numbuh', 'bruntus', 'sama', 'jerawat', 'kalau', 'aku', 'pakai', 'ini', 'kirakira', 'aman', 'enggak', 'iya', 'centella', 'sama', 'cica', 'bahannya', 'beda', 'atau', 'sama']","['aku', 'kan', 'pakai', 'moist', 'yang', 'the', 'originote', 'cica', 'enggak', 'cocok', 'karena', 'cekat', 'cekit', 'dan', 'numbuh', 'bruntus', 'sama', 'jerawat', 'kalau', 'aku', 'pakai', 'ini', 'kirakira', 'aman', 'enggak', 'iya', 'centella', 'sama', 'cica', 'bahan', 'beda', 'atau', 'sama']","['pakai', 'moist', 'originote', 'cica', 'cocok', 'cekat', 'cekit', 'numbuh', 'bruntus', 'jerawat', 'pakai', 'kirakira', 'aman', 'iya', 'centella', 'cica', 'bahan', 'beda']"
@ohmybeautybank My savior Pagi/siang pake buttered Malem/sebelum tidur pake lip serum the originote Alhamdulillah bibir agak cerahan https://t.co/jmJ2SjYGN2,my savior pagisiang pake buttered malemsebelum tidur pake lip serum the originote alhamdulillah bibir agak cerahan,"['my', 'savior', 'pagisiang', 'pakai', 'buttered', 'malemsebelum', 'tidur', 'pakai', 'lip', 'serum', 'the', 'originote', 'alhamdulillah', 'bibir', 'agak', 'cerahan']",my savior pagisiang pakai buttered malemsebelum tidur pakai lip serum the originote alhamdulillah bibir agak cerahan,"['my', 'savior', 'pagisiang', 'pakai', 'buttered', 'malemsebelum', 'tidur', 'pakai', 'lip', 'serum', 'the', 'originote', 'alhamdulillah', 'bibir', 'agak', 'cerahan']","['my', 'savior', 'pagisiang', 'pakai', 'buttered', 'malemsebelum', 'tidur', 'pakai', 'lip', 'serum', 'the', 'originote', 'alhamdulillah', 'bibir', 'agak', 'cerah']","['my', 'savior', 'pagisiang', 'pakai', 'buttered', 'malemsebelum', 'tidur', 'pakai', 'lip', 'serum', 'originote', 'alhamdulillah', 'bibir', 'cerah']"
Sini aku bisikin berdasarkan pengalamanku. Fyi aku juga oily skin dan sekarang udah gak seoily dulu. 1. The Originote Moisturizer Aku pake produk ini sampai sekarang secinta itu karna ringan dan mudah menyerap mana murah. https://t.co/7FAC4QFTBv ️https://t.co/AwtIgsAvIl https://t.co/jsDVnaW1Ly,sini aku bisikin berdasarkan pengalamanku fyi aku juga oily skin dan sekarang udah gak seoily dulu the originote moisturizer aku pake produk ini sampai sekarang secinta itu karna ringan dan mudah menyerap mana murah,"['sini', 'aku', 'bisikin', 'berdasarkan', 'pengalamanku', 'sebagai', 'informasi', 'aku', 'juga', 'oily', 'skin', 'dan', 'sekarang', 'sudah', 'gak', 'seoily', 'dulu', 'the', 'originote', 'moisturizer', 'aku', 'pakai', 'produk', 'ini', 'sampai', 'sekarang', 'secinta', 'itu', 'karena', 'ringan', 'dan', 'mudah', 'menyerap', 'mana', 'murah']",sini aku bisikin berdasarkan pengalamanku sebagai informasi aku juga oily skin dan sekarang sudah gak seoily dulu the originote moisturizer aku pakai produk ini sampai sekarang secinta itu karena ringan dan mudah menyerap mana murah,"['sini', 'aku', 'bisikin', 'berdasarkan', 'pengalamanku', 'sebagai', 'informasi', 'aku', 'juga', 'oily', 'skin', 'dan', 'sekarang', 'sudah', 'enggak', 'seoily', 'dulu', 'the', 'originote', 'moisturizer', 'aku', 'pakai', 'produk', 'ini', 'sampai', 'sekarang', 'secinta', 'itu', 'karena', 'ringan', 'dan', 'mudah', 'menyerap', 'mana', 'murah']","['sini', 'aku', 'bisikin', 'dasar', 'alam', 'bagai', 'informasi', 'aku', 'juga', 'oily', 'skin', 'dan', 'sekarang', 'sudah', 'enggak', 'seoily', 'dulu', 'the', 'originote', 'moisturizer', 'aku', 'pakai', 'produk', 'ini', 'sampai', 'sekarang', 'cinta', 'itu', 'karena', 'ringan', 'dan', 'mudah', 'serap', 'mana', 'murah']","['bisikin', 'dasar', 'alam', 'informasi', 'oily', 'skin', 'seoily', 'originote', 'moisturizer', 'pakai', 'produk', 'cinta', 'ringan', 'mudah', 'serap', 'murah']"
 Buat ngebersihin make up mantul yang mana bil? Dua-duanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke. Tapi untuk maskara yang bener-bener waterproof dua mw gentong ini harus dipake https://t.co/YSK6QSAAPD,buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepet ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua mw gentong ini harus dipake,"['buat', 'ngebersihin', 'make', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'yaa', 'buat', 'ngehapus', 'make', 'up', 'effortless', 'juga', 'sea', 'make', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'dipake']",buat ngebersihin make up mantul yang mana bil duaduanya oke yaa buat ngehapus make up effortless juga sea make up lebih cepat ngebersihinnya sedangkan the originote daya bersihnya lebih oke tapi untuk maskara yang benerbener waterproof dua now watching gentong ini harus dipake,"['buat', 'ngebersihin', 'memakai', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'ya', 'buat', 'ngehapus', 'memakai', 'up', 'effortless', 'juga', 'sea', 'memakai', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedangkan', 'the', 'originote', 'daya', 'bersihnya', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'dipakai']","['buat', 'ngebersihin', 'pakai', 'up', 'mantul', 'yang', 'mana', 'bil', 'duaduanya', 'oke', 'ya', 'buat', 'ngehapus', 'pakai', 'up', 'effortless', 'juga', 'sea', 'pakai', 'up', 'lebih', 'cepat', 'ngebersihinnya', 'sedang', 'the', 'originote', 'daya', 'bersih', 'lebih', 'oke', 'tapi', 'untuk', 'maskara', 'yang', 'benerbener', 'waterproof', 'dua', 'now', 'watching', 'gentong', 'ini', 'harus', 'pakai']","['ngebersihin', 'pakai', 'up', 'mantul', 'bil', 'duaduanya', 'oke', 'ngehapus', 'pakai', 'up', 'effortless', 'sea', 'pakai', 'up', 'cepat', 'ngebersihinnya', 'originote', 'daya', 'bersih', 'oke', 'maskara', 'benerbener', 'waterproof', 'now', 'watching', 'gentong', 'pakai']"
@ohmybeautybank 3 ini. Yg amaterasun buat pergi. The originote sama Azarine aku pake kalo di rumah aja gantian https://t.co/yrSZaFsm25,ini yg amaterasun buat pergi the originote sama azarine aku pake kalo di rumah aja gantian,"['ini', 'yang', 'amaterasun', 'buat', 'pergi', 'the', 'originote', 'sama', 'azarine', 'aku', 'pakai', 'kalau', 'di', 'rumah', 'saja', 'gantian']",ini yang amaterasun buat pergi the originote sama azarine aku pakai kalau di rumah saja gantian,"['ini', 'yang', 'amaterasun', 'buat', 'pergi', 'the', 'originote', 'sama', 'azarine', 'aku', 'pakai', 'kalau', 'di', 'rumah', 'saja', 'gantian']","['ini', 'yang', 'amaterasun', 'buat', 'pergi', 'the', 'originote', 'sama', 'azarine', 'aku', 'pakai', 'kalau', 'di', 'rumah', 'saja', 'ganti']","['amaterasun', 'pergi', 'originote', 'azarine', 'pakai', 'rumah', 'ganti']"
lg bt guys. aku beli the originote buy1get1 tp yg dateng cuma satu barang emang nggak aku bikin vid unbox saking excitednya jd gabisa complain. tp ttp aja btt abiss,lg bt guys aku beli the originote buyget tp yg dateng cuma satu barang emang nggak aku bikin vid unbox saking excitednya jd gabisa complain tp ttp aja btt abiss,"['lagi', 'buat', 'teman-teman', 'aku', 'beli', 'the', 'originote', 'buyget', 'tapi', 'yang', 'dateng', 'cuma', 'satu', 'barang', 'emang', 'tidak', 'aku', 'bikin', 'vid', 'unbox', 'saking', 'excitednya', 'jadi', 'gabisa', 'complain', 'tapi', 'ttp', 'saja', 'btt', 'abiss']",lagi buat teman-teman aku beli the originote buyget tapi yang dateng cuma satu barang emang tidak aku bikin vid unbox saking excitednya jadi gabisa complain tapi ttp saja btt abiss,"['lagi', 'buat', 'teman-teman', 'aku', 'beli', 'the', 'originote', 'buyget', 'tapi', 'yang', 'datang', 'cuma', 'satu', 'barang', 'memang', 'tidak', 'aku', 'bikin', 'vid', 'unbox', 'saking', 'excitednya', 'jadi', 'enggak bisa', 'complain', 'tapi', 'tetap', 'saja', 'btt', 'habis']","['lagi', 'buat', 'teman', 'aku', 'beli', 'the', 'originote', 'buyget', 'tapi', 'yang', 'datang', 'cuma', 'satu', 'barang', 'memang', 'tidak', 'aku', 'bikin', 'vid', 'unbox', 'saking', 'excitednya', 'jadi', 'enggak bisa', 'complain', 'tapi', 'tetap', 'saja', 'btt', 'habis']","['teman', 'beli', 'originote', 'buyget', 'barang', 'vid', 'unbox', 'saking', 'excitednya', 'enggak bisa', 'complain', 'btt', 'habis']"
Rekomendasi pelembab wajah untuk memperbaiki skin barrier serta menjaga kelembapan dan keremajaan kulit The Originote Hyalucera Moisturizer ️ https://t.co/3R3NFzRgcL #racunskincare #racunshopee #shopeeaffiliate #zonauang️ #ShopeeID https://t.co/4s5QbUttQz,rekomendasi pelembab wajah untuk memperbaiki skin barrier serta menjaga kelembapan dan keremajaan kulit the originote hyalucera moisturizer,"['rekomendasi', 'pelembab', 'wajah', 'untuk', 'memperbaiki', 'skin', 'barrier', 'serta', 'menjaga', 'kelembapan', 'dan', 'keremajaan', 'kulit', 'the', 'originote', 'hyalucera', 'moisturizer']",rekomendasi pelembab wajah untuk memperbaiki skin barrier serta menjaga kelembapan dan keremajaan kulit the originote hyalucera moisturizer,"['rekomendasi', 'pelembab', 'wajah', 'untuk', 'memperbaiki', 'skin', 'barrier', 'serta', 'menjaga', 'kelembapan', 'dan', 'keremajaan', 'kulit', 'the', 'originote', 'hyalucera', 'moisturizer']","['rekomendasi', 'pelembab', 'wajah', 'untuk', 'baik', 'skin', 'barrier', 'serta', 'jaga', 'lembap', 'dan', 'remaja', 'kulit', 'the', 'originote', 'hyalucera', 'moisturizer']","['rekomendasi', 'pelembab', 'wajah', 'skin', 'barrier', 'jaga', 'lembap', 'remaja', 'kulit', 'originote', 'hyalucera', 'moisturizer']"
shocked bgt cushion the originote bagus bgt untuk first impression,shocked bgt cushion the originote bagus bgt untuk first impression,"['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']",shocked banget cushion the originote bagus banget untuk first impression,"['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']","['shocked', 'banget', 'cushion', 'the', 'originote', 'bagus', 'banget', 'untuk', 'first', 'impression']","['shocked', 'banget', 'cushion', 'originote', 'bagus', 'banget', 'first', 'impression']"
next pake lippies hanasui menjadi pilihan pertamaku soal lippies murah tapi bagus sejauh ini yang paling nyaman dipake cuma hanasui karena finishnya ga kering shade 07 &amp; 16 https://t.co/2ApATKg8t6 aku topper pake lip oil the originote biar cantul https://t.co/nmwNa9sKYP https://t.co/jFvLv3G7TS,next pake lippies hanasui menjadi pilihan pertamaku soal lippies murah tapi bagus sejauh ini yang paling nyaman dipake cuma hanasui karena finishnya ga kering shade amp aku topper pake lip oil the originote biar cantul,"['lanjut', 'pakai', 'lippies', 'hanasui', 'menjadi', 'pilihan', 'pertamaku', 'soal', 'lippies', 'murah', 'tapi', 'bagus', 'sejauh', 'ini', 'yang', 'paling', 'nyaman', 'dipake', 'cuma', 'hanasui', 'karena', 'finishnya', 'ga', 'kering', 'shade', 'amp', 'aku', 'topper', 'pakai', 'lip', 'oil', 'the', 'originote', 'biar', 'cantul']",lanjut pakai lippies hanasui menjadi pilihan pertamaku soal lippies murah tapi bagus sejauh ini yang paling nyaman dipake cuma hanasui karena finishnya ga kering shade amp aku topper pakai lip oil the originote biar cantul,"['lanjut', 'pakai', 'lippies', 'hanasui', 'menjadi', 'pilihan', 'pertamaku', 'soal', 'lippies', 'murah', 'tapi', 'bagus', 'sejauh', 'ini', 'yang', 'paling', 'nyaman', 'dipakai', 'cuma', 'hanasui', 'karena', 'finishnya', 'enggak', 'kering', 'shade', 'amp', 'aku', 'topper', 'pakai', 'lip', 'oil', 'the', 'originote', 'biar', 'cantul']","['lanjut', 'pakai', 'lippies', 'hanasui', 'jadi', 'pilih', 'pertama', 'soal', 'lippies', 'murah', 'tapi', 'bagus', 'jauh', 'ini', 'yang', 'paling', 'nyaman', 'pakai', 'cuma', 'hanasui', 'karena', 'finishnya', 'enggak', 'kering', 'shade', 'amp', 'aku', 'topper', 'pakai', 'lip', 'oil', 'the', 'originote', 'biar', 'cantul']","['pakai', 'lippies', 'hanasui', 'pilih', 'lippies', 'murah', 'bagus', 'nyaman', 'pakai', 'hanasui', 'finishnya', 'kering', 'shade', 'topper', 'pakai', 'lip', 'oil', 'originote', 'cantul']"
wts moisturizer the originote masih segel exp 2026 35k ajaa dom : cimahi bisa oren https://t.co/mMg4D1UU3Z,wts moisturizer the originote masih segel exp ajaa dom cimahi bisa oren,"['wts', 'moisturizer', 'the', 'originote', 'masih', 'segel', 'exp', 'ajaa', 'dom', 'cimahi', 'bisa', 'oren']",wts moisturizer the originote masih segel exp ajaa dom cimahi bisa oren,"['wts', 'moisturizer', 'the', 'originote', 'masih', 'segel', 'exp', 'saja', 'dom', 'cimahi', 'bisa', 'oren']","['wts', 'moisturizer', 'the', 'originote', 'masih', 'segel', 'exp', 'saja', 'dom', 'cimahi', 'bisa', 'oren']","['moisturizer', 'originote', 'segel', 'exp', 'dom', 'cimahi', 'oren']"
@undipmenfess bisa sopi !!! The Originote 32k ajaaaa https://t.co/hjcoTAKOx7,bisa sopi the originote ajaaaa,"['bisa', 'sopi', 'the', 'originote', 'ajaaaa']",bisa sopi the originote ajaaaa,"['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['bisa', 'sopi', 'the', 'originote', 'ajaaaa']","['sopi', 'originote', 'ajaaaa']"
*[ SHOPEE ]* The Originote Mugwort B3 Clay Stick Mask - Masker Wajah Mugwort Acne Menenangkan dan Membuat Wajah Kencang dan Halus https://t.co/XHZmKKTU6L https://t.co/kVYI4JWqkz,shopee the originote mugwort clay stick mask masker wajah mugwort acne menenangkan dan membuat wajah kencang dan halus,"['shopee', 'the', 'originote', 'mugwort', 'clay', 'stick', 'mask', 'masker', 'wajah', 'mugwort', 'acne', 'menenangkan', 'dan', 'membuat', 'wajah', 'kencang', 'dan', 'halus']",shopee the originote mugwort clay stick mask masker wajah mugwort acne menenangkan dan membuat wajah kencang dan halus,"['shopee', 'the', 'originote', 'mugwort', 'clay', 'stick', 'mask', 'masker', 'wajah', 'mugwort', 'acne', 'menenangkan', 'dan', 'membuat', 'wajah', 'kencang', 'dan', 'halus']","['shopee', 'the', 'originote', 'mugwort', 'clay', 'stick', 'mask', 'masker', 'wajah', 'mugwort', 'acne', 'tenang', 'dan', 'buat', 'wajah', 'kencang', 'dan', 'halus']","['shopee', 'originote', 'mugwort', 'clay', 'stick', 'mask', 'masker', 'wajah', 'mugwort', 'acne', 'tenang', 'wajah', 'kencang', 'halus']"
Jual cushion the originote shade medium neutral. Baru banget beli. Baru nyoba tapi kegelapan ga ketolong banget. 80rb aja #theoriginote #cushion #jualcushion https://t.co/6OLreE0cRs,jual cushion the originote shade medium neutral baru banget beli baru nyoba tapi kegelapan ga ketolong banget rb aja,"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'nyoba', 'tapi', 'kegelapan', 'ga', 'ketolong', 'banget', 'rb', 'saja']",jual cushion the originote shade medium neutral baru banget beli baru nyoba tapi kegelapan ga ketolong banget rb saja,"['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'mencoba', 'tapi', 'kegelapan', 'enggak', 'ketolong', 'banget', 'ribu', 'saja']","['jual', 'cushion', 'the', 'originote', 'shade', 'medium', 'neutral', 'baru', 'banget', 'beli', 'baru', 'coba', 'tapi', 'gelap', 'enggak', 'tolong', 'banget', 'ribu', 'saja']","['jual', 'cushion', 'originote', 'shade', 'medium', 'neutral', 'banget', 'beli', 'coba', 'gelap', 'tolong', 'banget', 'ribu']"
Gais adakah yg pake ss spray nya the originote? Knp ya aku pake itu langsung sesek nafas kayak bau bgt gitu,gais adakah yg pake ss spray nya the originote knp ya aku pake itu langsung sesek nafas kayak bau bgt gitu,"['gais', 'adakah', 'yang', 'pakai', 'ss', 'spray', 'nya', 'the', 'originote', 'kenapa', 'iya', 'aku', 'pakai', 'itu', 'langsung', 'sesek', 'nafas', 'kayak', 'bau', 'banget', 'gitu']",gais adakah yang pakai ss spray nya the originote kenapa iya aku pakai itu langsung sesek nafas kayak bau banget gitu,"['gais', 'adakah', 'yang', 'pakai', 'ss', 'spray', 'nya', 'the', 'originote', 'kenapa', 'iya', 'aku', 'pakai', 'itu', 'langsung', 'sesek', 'nafas', 'kayak', 'bau', 'banget', 'begitu']","['gais', 'ada', 'yang', 'pakai', 'ss', 'spray', 'nya', 'the', 'originote', 'kenapa', 'iya', 'aku', 'pakai', 'itu', 'langsung', 'sek', 'nafas', 'kayak', 'bau', 'banget', 'begitu']","['gais', 'pakai', 'ss', 'spray', 'originote', 'iya', 'pakai', 'langsung', 'sek', 'nafas', 'kayak', 'bau', 'banget']"
Aku juga pke retinol + moisturizer dri the originote sangat praktis udh pke retinol gausa pke moist lagi karna udh ada kandungan moistnya yg melembabkan https://t.co/1G6GELShJF https://t.co/e5fSaRcSF0,aku juga pke retinol moisturizer dri the originote sangat praktis udh pke retinol gausa pke moist lagi karna udh ada kandungan moistnya yg melembabkan,"['aku', 'juga', 'pke', 'retinol', 'moisturizer', 'dari', 'the', 'originote', 'sangat', 'praktis', 'udah', 'pke', 'retinol', 'gausa', 'pke', 'moist', 'lagi', 'karena', 'udah', 'ada', 'kandungan', 'moistnya', 'yang', 'melembabkan']",aku juga pke retinol moisturizer dari the originote sangat praktis udah pke retinol gausa pke moist lagi karena udah ada kandungan moistnya yang melembabkan,"['aku', 'juga', 'pakai', 'retinol', 'moisturizer', 'dari', 'the', 'originote', 'sangat', 'praktis', 'sudah', 'pakai', 'retinol', 'enggak usah', 'pakai', 'moist', 'lagi', 'karena', 'sudah', 'ada', 'kandungan', 'moistnya', 'yang', 'melembabkan']","['aku', 'juga', 'pakai', 'retinol', 'moisturizer', 'dari', 'the', 'originote', 'sangat', 'praktis', 'sudah', 'pakai', 'retinol', 'enggak usah', 'pakai', 'moist', 'lagi', 'karena', 'sudah', 'ada', 'kandung', 'moistnya', 'yang', 'melembabkan']","['pakai', 'retinol', 'moisturizer', 'originote', 'praktis', 'pakai', 'retinol', 'enggak usah', 'pakai', 'moist', 'kandung', 'moistnya', 'melembabkan']"
test wear cushion originote valid emang bagus makin sore bukannya kusam malah nambah cakep? trs the only cream blush lokal yg bnr2 tahan sehariaaaaaaan pollllllll itu sejauh ini cuma mop punya https://t.co/o98CypwrLA,test wear cushion originote valid emang bagus makin sore bukannya kusam malah nambah cakep trs the only cream blush lokal yg bnr tahan sehariaaaaaaan pollllllll itu sejauh ini cuma mop punya,"['test', 'wear', 'cushion', 'originote', 'valid', 'emang', 'bagus', 'makin', 'sore', 'bukannya', 'kusam', 'bahkan', 'nambah', 'cakep', 'terus', 'the', 'only', 'cream', 'blush', 'lokal', 'yang', 'bnr', 'tahan', 'sehariaaaaaaan', 'pollllllll', 'itu', 'sejauh', 'ini', 'cuma', 'mop', 'punya']",test wear cushion originote valid emang bagus makin sore bukannya kusam bahkan nambah cakep terus the only cream blush lokal yang bnr tahan sehariaaaaaaan pollllllll itu sejauh ini cuma mop punya,"['test', 'wear', 'cushion', 'originote', 'valid', 'memang', 'bagus', 'makin', 'sore', 'bukannya', 'kusam', 'bahkan', 'bertambah', 'cakep', 'terus', 'the', 'only', 'cream', 'blush', 'lokal', 'yang', 'benar', 'tahan', 'sehariaaaaaaan', 'pollllllll', 'itu', 'sejauh', 'ini', 'cuma', 'mop', 'punya']","['test', 'wear', 'cushion', 'originote', 'valid', 'memang', 'bagus', 'makin', 'sore', 'bukan', 'kusam', 'bahkan', 'tambah', 'cakep', 'terus', 'the', 'only', 'cream', 'blush', 'lokal', 'yang', 'benar', 'tahan', 'sehariaaaaaaan', 'pollllllll', 'itu', 'jauh', 'ini', 'cuma', 'mop', 'punya']","['test', 'wear', 'cushion', 'originote', 'valid', 'bagus', 'sore', 'kusam', 'cakep', 'only', 'cream', 'blush', 'lokal', 'tahan', 'sehariaaaaaaan', 'pollllllll', 'mop']"
